iter	Logloss
0	0.5334584189
1	0.3979816755
2	0.323449659
3	0.2657213877
4	0.2155171415
5	0.1730816982
6	0.1450271269
7	0.1159283974
8	0.09748300588
9	0.08066850144
10	0.06804262661
11	0.05872403652
12	0.05153350062
13	0.04572018006
14	0.04129353978
15	0.03779487361
16	0.03446697542
17	0.03215735573
18	0.02986049945
19	0.02840608826
20	0.02768475444
21	0.0269136194
22	0.02599001705
23	0.0247065808
24	0.02391586114
25	0.02306376617
26	0.02280406985
27	0.02224450357
28	0.02182602795
29	0.02106307289
30	0.02069617544
31	0.02059063503
32	0.02018188339
33	0.02006600505
34	0.01995945075
35	0.01941963172
36	0.01930091055
37	0.01923577528
38	0.01903497294
39	0.01879365003
40	0.01872091896
41	0.01849730184
42	0.01808844916
43	0.01803942958
44	0.01768861356
45	0.01758116251
46	0.01728552124
47	0.01707201356
48	0.01678873983
49	0.01665625481
50	0.01644809989
51	0.01620867953
52	0.01610413788
53	0.01597594842
54	0.01577660426
55	0.01562190271
56	0.01552835863
57	0.01536565895
58	0.01528624558
59	0.01510600438
60	0.01500299956
61	0.01496537178
62	0.01490223621
63	0.01479121829
64	0.01473017138
65	0.01466295645
66	0.01456718874
67	0.01446032952
68	0.01439257721
69	0.0143263181
70	0.01424143585
71	0.01414685055
72	0.01404038271
73	0.01398080443
74	0.01390971225
75	0.0138616413
76	0.01381484315
77	0.01365659541
78	0.01352536429
79	0.01343259919
80	0.01334839238
81	0.0132782233
82	0.01318981231
83	0.01318441413
84	0.01307947122
85	0.01301722875
86	0.01296485306
87	0.01292867435
88	0.01288511804
89	0.01282363202
90	0.01277799487
91	0.01270243678
92	0.01265496905
93	0.01262360328
94	0.01258955634
95	0.01255106289
96	0.01251546788
97	0.01246878782
98	0.01240325487
99	0.0123765846
100	0.012361414
101	0.01232745054
102	0.0122868397
103	0.01222815143
104	0.0121791294
105	0.01213837461
106	0.01209971236
107	0.01205066545
108	0.01196491451
109	0.01190866668
110	0.0118852377
111	0.01183948413
112	0.01180596277
113	0.01177206867
114	0.01172932961
115	0.01170449839
116	0.01167366543
117	0.01162560421
118	0.01159754386
119	0.01154203355
120	0.011505217
121	0.01148917367
122	0.01146030144
123	0.0114147046
124	0.0113857845
125	0.01136400941
126	0.01135125225
127	0.01131028198
128	0.01128368292
129	0.01125382324
130	0.01119453319
131	0.01115027718
132	0.01107658221
133	0.01103609721
134	0.01099880382
135	0.01095208577
136	0.01091355905
137	0.01084619181
138	0.01081970939
139	0.01080019791
140	0.01074735305
141	0.01072828029
142	0.01071450029
143	0.01065535923
144	0.01063645512
145	0.01061842636
146	0.01056589689
147	0.01054672095
148	0.01053394362
149	0.01047798044
150	0.01045420479
151	0.01042019857
152	0.01037516397
153	0.01033808381
154	0.01031365393
155	0.01029922579
156	0.0102541551
157	0.01019228489
158	0.01016176248
159	0.0101427878
160	0.01009595928
161	0.01007748794
162	0.01003914228
163	0.01002083982
164	0.009995526644
165	0.009977810226
166	0.00995866891
167	0.009926042622
168	0.009898892743
169	0.00987919494
170	0.009855623803
171	0.009787834065
172	0.00971905717
173	0.009700233363
174	0.009672089068
175	0.009631409373
176	0.009609811839
177	0.009586006619
178	0.009570197694
179	0.009527026977
180	0.009494605857
181	0.009463334127
182	0.009423997454
183	0.009394380317
184	0.009361439341
185	0.009350279561
186	0.009322756155
187	0.00930942633
188	0.009282082093
189	0.009258909339
190	0.009243317781
191	0.009207208897
192	0.009184182277
193	0.009164432475
194	0.009143962437
195	0.009125396308
196	0.009109884318
197	0.009076857083
198	0.009043731652
199	0.009040414818
200	0.009014761093
201	0.008993989404
202	0.008969386591
203	0.008925538743
204	0.00890536289
205	0.008855466803
206	0.008831180233
207	0.008789209416
208	0.008785069781
209	0.008757736691
210	0.008748022077
211	0.008729151616
212	0.008709119041
213	0.008668099457
214	0.008660540924
215	0.008640766448
216	0.008623029927
217	0.008603233114
218	0.008563657671
219	0.008541570177
220	0.00851404043
221	0.008485826068
222	0.008458467032
223	0.008421277151
224	0.008390162092
225	0.008375929032
226	0.008343634556
227	0.008333024834
228	0.008314974667
229	0.00830162494
230	0.008275106379
231	0.008250890017
232	0.008240407433
233	0.008216877304
234	0.008189327709
235	0.008165848658
236	0.008154795159
237	0.0081246678
238	0.008114444398
239	0.008074553393
240	0.008045010221
241	0.008014145429
242	0.007989417217
243	0.007965585609
244	0.007952748791
245	0.007916744389
246	0.007890401244
247	0.007872689704
248	0.007858634552
249	0.007852459458
250	0.007822801235
251	0.0078018053
252	0.007789608482
253	0.007757600023
254	0.007728940604
255	0.007711972631
256	0.007690120198
257	0.007653204775
258	0.007644101476
259	0.007633408823
