iter	Logloss
0	0.5647556675
1	0.4653186937
2	0.3873857584
3	0.3242827751
4	0.2759142881
5	0.2371292712
6	0.2071620639
7	0.1819488471
8	0.1629173393
9	0.14676856
10	0.1349366064
11	0.1236361461
12	0.1149237524
13	0.1081470142
14	0.1013316425
15	0.09608606697
16	0.09200690749
17	0.08829443914
18	0.08544726849
19	0.08294501832
20	0.08024482089
21	0.07838929522
22	0.07673948803
23	0.07512867616
24	0.07372302372
25	0.07287157262
26	0.07218663711
27	0.07150439934
28	0.07087740437
29	0.06942041536
30	0.06887092874
31	0.06775547565
32	0.06699055443
33	0.06654787674
34	0.06618686172
35	0.06589055331
36	0.06556548413
37	0.0650712398
38	0.06467134016
39	0.06409903935
40	0.06393749972
41	0.06303408516
42	0.06260309363
43	0.06208299649
44	0.06193944967
45	0.06186412973
46	0.06149449125
47	0.06105068917
48	0.06092258052
49	0.06064130943
50	0.06022204699
51	0.05997327616
52	0.05976971994
53	0.05944021321
54	0.0591426071
55	0.05888062239
56	0.05859098757
57	0.05836756259
58	0.0583282091
59	0.05807494635
60	0.05781479643
61	0.05746506489
62	0.05717825844
63	0.0567719593
64	0.05615555018
65	0.05559641545
66	0.05540902964
67	0.05534273386
68	0.05521955576
69	0.05491185008
70	0.05490046367
71	0.0546494883
72	0.05422610559
73	0.0537661887
74	0.05348391237
75	0.05313541229
76	0.05279904142
77	0.05277522074
78	0.05271187436
79	0.05236247509
80	0.05227030897
81	0.05209810696
82	0.05177025132
83	0.05156300949
84	0.05145585923
85	0.05134685284
86	0.05114267453
87	0.05101758226
88	0.05095399515
89	0.05089462679
90	0.05054771101
91	0.05045554472
92	0.05021163825
93	0.04993204185
94	0.0498807508
95	0.04968589881
96	0.04964237871
97	0.04936612965
98	0.0491760941
99	0.04897342855
100	0.0488348383
101	0.04875961125
102	0.04861301664
103	0.04824002722
104	0.04816371771
105	0.04794658913
106	0.04783576825
107	0.04774438033
108	0.0476216956
109	0.04759662422
110	0.04756871186
111	0.04743065497
112	0.04726754699
113	0.04719539453
114	0.04714548606
115	0.04678527193
116	0.04671948824
117	0.04662680209
118	0.04657953282
119	0.04641070414
120	0.04637416372
121	0.04602003585
122	0.04588805338
123	0.04568794978
124	0.04561482206
125	0.04555881018
126	0.04535992451
127	0.04530081496
128	0.04498802922
129	0.04482866653
130	0.04478018927
131	0.04461082439
132	0.04445786764
133	0.04427858662
134	0.04422101709
135	0.04409590411
136	0.04393534116
137	0.04372330019
138	0.04366249249
139	0.04347518375
140	0.04329047273
141	0.04311975188
142	0.0430823491
143	0.04291677152
144	0.04274019264
145	0.04257812973
146	0.04234353846
147	0.04209392356
148	0.04202446806
149	0.04197964077
150	0.04194468626
151	0.04163280721
152	0.04150575747
153	0.04131290969
154	0.04119080504
155	0.04113498739
156	0.04111841195
157	0.04091088061
158	0.04068631388
159	0.04064633899
160	0.04048902259
161	0.0403856325
162	0.04031834304
163	0.04025639299
164	0.04021027879
165	0.04008283792
166	0.03994743066
167	0.03988878916
168	0.03972650745
169	0.03951267577
170	0.03923961439
171	0.03910496009
172	0.03905095739
173	0.03900374029
174	0.03872969058
175	0.03859218845
176	0.03853064193
177	0.03851864938
178	0.03827305015
179	0.03818369143
180	0.03811565037
181	0.03796519641
182	0.03791732118
183	0.03787142068
184	0.03782856473
185	0.03779712036
186	0.03754610387
187	0.0374558541
188	0.03739896598
189	0.03738365471
190	0.03732642003
191	0.03711925878
192	0.03689650757
193	0.0368367645
194	0.03672997128
195	0.03659270106
196	0.03639410503
197	0.03636510647
198	0.03621886602
199	0.03620151401
200	0.03615316383
201	0.03611196289
202	0.03597235018
203	0.03591646994
204	0.03567626575
205	0.0354319211
206	0.03527389495
207	0.03510559997
208	0.03506955556
209	0.03502642559
210	0.03498825134
211	0.03489402998
212	0.03486392038
213	0.03482798163
214	0.03477641221
215	0.03461885586
216	0.03459017123
217	0.03451243956
218	0.03433625065
219	0.03429167258
220	0.03425016379
221	0.0342268333
222	0.03414124351
223	0.0339527682
224	0.03391708684
225	0.03384909772
226	0.03381102391
227	0.0336519158
228	0.03360128356
229	0.03352118103
230	0.03347660222
231	0.03345655709
232	0.03343509305
233	0.03341879763
234	0.0333041578
235	0.03314114026
236	0.03304750221
237	0.03288811136
238	0.03285769671
239	0.03274100022
240	0.03261911144
241	0.03257503004
242	0.0325352484
243	0.03238533927
244	0.03229133848
245	0.03220983906
246	0.03206618993
247	0.03196837568
248	0.03194695242
249	0.03183714152
250	0.03171770311
251	0.03169843434
252	0.03167235574
253	0.03155171159
254	0.03153344368
255	0.0315201192
256	0.03149618198
257	0.03146022945
258	0.03144510552
259	0.03126200785
260	0.03124090319
261	0.03108676345
262	0.03104923637
263	0.03094557789
264	0.03093248761
265	0.03091193255
266	0.03076600887
267	0.03056839591
268	0.0304373759
269	0.03031729855
270	0.03027818391
271	0.03019134117
272	0.03014501702
273	0.03003993007
274	0.0299344573
275	0.02982050374
276	0.02976640704
277	0.02975486606
278	0.02972568464
279	0.02963575005
280	0.02960562618
281	0.02949943352
282	0.02942866421
283	0.02938396968
284	0.02927705881
285	0.02914459124
286	0.02906049979
287	0.02894710917
288	0.02882601641
289	0.02870659876
290	0.02858817559
291	0.02851369323
292	0.02847081549
293	0.02843102221
294	0.02838758704
295	0.02835162273
296	0.02831986022
297	0.02824588244
298	0.02821395535
299	0.02819384942
300	0.02809538482
301	0.02800868093
302	0.02797422404
303	0.02791196705
304	0.02777840813
305	0.02770400282
306	0.02767602053
307	0.02756544086
308	0.02747062931
309	0.02736200429
310	0.02734435625
311	0.02731041842
312	0.02727737036
313	0.0272563985
314	0.02719505907
315	0.02716444577
316	0.02710893036
317	0.02708316056
318	0.02698594417
319	0.02695229152
320	0.02692357779
321	0.02681771759
322	0.02672367025
323	0.02662628757
324	0.02657904483
325	0.02652996162
326	0.02650207849
327	0.02649200851
328	0.02645010058
329	0.02641794077
330	0.02639138273
331	0.02634005314
332	0.02631705152
333	0.02622761572
334	0.02615592349
335	0.02609534177
336	0.02607180103
337	0.0260101896
338	0.02598549299
339	0.0259759937
340	0.02595319166
341	0.02590764467
342	0.02580499629
343	0.02574395131
344	0.02568213191
345	0.0256230605
346	0.02554694181
347	0.02553101661
348	0.02550674936
349	0.02548115905
350	0.0254581104
351	0.02543896603
352	0.02538066074
353	0.02535836162
354	0.02533937404
355	0.02532182349
356	0.02523951245
357	0.02519778294
358	0.02517734997
359	0.02510280173
360	0.0250160175
361	0.02499771904
362	0.02492839368
363	0.02489149922
364	0.02487855652
365	0.02485933071
366	0.02482800305
367	0.02481606569
368	0.0247683124
369	0.02475453894
370	0.02472313834
371	0.02467507633
372	0.02460301405
373	0.02457972699
374	0.02456232468
375	0.0245433682
376	0.02448842276
377	0.02444039299
378	0.02436567924
379	0.02429019742
380	0.02422947547
381	0.02417669122
382	0.024101766
383	0.02409468632
384	0.0240163849
385	0.02397783411
386	0.02391198505
387	0.0238975522
388	0.02385611346
389	0.02375453495
390	0.02369630427
391	0.02363511722
392	0.02359352978
393	0.02357304629
394	0.02349355958
395	0.02346708729
396	0.02339637818
397	0.02335214963
398	0.02328240317
399	0.02319626915
400	0.02314200266
401	0.02308616574
402	0.0230149686
403	0.0229711393
404	0.02291591824
405	0.02284030608
406	0.02282711504
407	0.02282045029
408	0.02279323945
409	0.02273484118
410	0.02271529877
411	0.02266579789
412	0.02264749335
413	0.02260447722
414	0.02260026722
415	0.02256488997
416	0.02249549675
417	0.02244837917
418	0.02243203981
419	0.02239042886
420	0.02235956916
